accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_028211005.1	0	99.97	0.79	Specific	99.95	0.76	417	f__Halobacteriaceae (UID96)	263	0	3021009	85.32417299205649	119	2375776	67.10065906629215	3540625	RS_GCF_002114285.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	not type material	none	f	5	5	494086	494086	5398	1	2902	NZ_JAQLTV010000052.1	5398	1	117	NZ_JAQLTV010000052.1	2893	5265	0	99.516	NEDJ01000119.292.3184	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum ezzemoulense DSM 17463	29753	30005	t	f	f	183807	183807	Scaffold	ASM2821100v1	na	PRJNA224116	SAMN32798475	119	183807	Spain: Santa Pola	2023-01-29	GCA_028211005.1	none	full	na	hypersaline saltern	none	0	0	Halorubrum ezzemoulense	none	na	3	118	5	183807	76817	20775	2023/01/29	1	337243	1	AMM093	University of Connecticut	337243	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	10	3540625	11	60	na	3540615	0	JAQLTV000000000.1	3567	118	5398	1	none	none	none	none	none	none	1469	NZ_JAQLTV010000052.1	1469	2713	0	100	AB663407.1.1470	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum chaoviator	10	19	60	0
RS_GCF_013760955.1	0	99.69	0.14	Specific	99.5	0	308	p__Euryarchaeota (UID5)	210	0	1550796	88.19072630152458	14	582807	33.15581795694802	1758457	RS_GCF_013760955.1	t	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis_A	not type material	none	f	3	2	460279	529927	4989	1	2950	NZ_JACDUL010000007.1	425263	2	108	NZ_JACDUL010000003.1	2950	5448	0	100	CP000745.960929.963885	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis C7	125555	251208	t	f	f	234603	460279	Scaffold	ASM1376095v1	na	PRJNA224116	SAMN14908334	14	234603	USA: georgia; Sapelo Island	2020-07-27	GCA_013760955.1	none	full	na	none	none	0	0	Methanococcus maripaludis	none	na	4	7	2	460279	425263	285801	2020/07/27	7	39152	1	C8	DOE Joint Genome Institute	39152	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	675	1758457	11	37	na	1757782	0	JACDUL000000000.1	1835	7	4989	1	none	none	none	none	none	none	1467	NZ_JACDUL010000007.1	1465	2706	0	100	CP000745.996345.997809	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis C7	675	19	37	1
RS_GCF_002214165.1	0	96.52	0.4	Specific	82.4	0	149	k__Archaea (UID2)	107	0	845701	88.81016364279812	1	374764	39.35534209777403	952257	RS_GCF_002214165.1	t	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Mancarchaeum;s__Mancarchaeum acidiphilum	type strain of species	LPSN	f	1	1	952257	952257	952257	1	2842	NZ_CP019964.1	952257	1	103	NZ_CP019964.1	2842	5249	0	100	CP019964.840509.843370	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Micrarchaeaceae;Candidatus Micrarchaeum;Candidatus Micrarchaeota archaeon Mia14	952257	952257	f	f	t	952257	952257	Complete Genome	ASM221416v1	na	PRJNA224116	SAMN06014021	none	none	United Kingdom: Anglesey Island	2017-07-03	GCA_002214165.1	none	full	na	acid mine drainage	53.3822 N 4.3525 W	1	0	Candidatus Mancarchaeum acidiphilum	965	representative genome	3	1	1	952257	952257	952257	2017/07/03	0	1920749	1	Mia14	Fidelity Systems	1920749	d__Archaea;p__Candidatus Micrarchaeota;c__;o__;f__;g__Candidatus Mancarchaeum;s__Candidatus Mancarchaeum acidiphilum	d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;g__Candidatus Mancarchaeum;s__Candidatus Mancarchaeum acidiphilum	0	952257	11	42	na	952257	0	na	974	1	952257	2	none	none	none	none	none	none	1051	NZ_CP019964.1	1051	1941	0	100	CP019964.751297.753304	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Micrarchaeaceae;Candidatus Micrarchaeum;Candidatus Micrarchaeota archaeon Mia14	0	18	42	0
RS_GCF_003430825.1	0	99.98	1.2	Specific	99.13	0	395	f__Halobacteriaceae (UID85)	250	0	3211355	84.74746016636745	3	2363174	62.36401594691189	3789323	RS_GCF_003430825.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrarchaeobaculum;s__Natrarchaeobaculum sulfurireducens	type strain of species	LPSN	t	1	1	3521804	3521804	3521804	3	2908	NZ_CP024047.1	3521804	3	335	NZ_CP024047.1-#3	2903	5361	0	100	CP024047.151019.153928	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Natrarchaeobaculum;Natronolimnobius sp. AArc1	1263107	1263107	t	f	f	3521804	3521804	Complete Genome	ASM343082v1	na	PRJNA224116	SAMN07764453	none	none	Russia: Kulunda Steppe; Altai	2018-08-28	GCA_003430825.1	none	full	na	Kulunda Steppe hypersaline lake	51.39 N 79.46 E	3	0	Natrarchaeobaculum sulfurireducens	none	representative genome	10	3	1	3521804	3521804	3521804	2018/08/28	0	2044521	3	AArc1	C.N.R. - Institute for Coastal Marine Environment (IAMC)	2044521	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrarchaeobaculum;s__Natrarchaeobaculum sulfurireducens	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrarchaeobaculum;s__Natrarchaeobaculum sulfurireducens	0	3789323	11	50	assembly from type material	3789323	0	na	3711	3	3521804	3	none	none	none	none	none	none	1471	NZ_CP024047.1	1471	2717	0	100	CP024047.3366608.3368079	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Natrarchaeobaculum;Natronolimnobius sp. AArc1	0	19	50	0
RS_GCF_000193375.1	0	99.92	0.34	Specific	100	0	174	k__Archaea (UID146)	136	0	1769534	91.39857535627715	1	1154960	59.655083538087354	1936063	RS_GCF_000193375.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus uzoniensis	not type material	none	f	1	1	1936063	1936063	1936063	1	3020	NC_015315.1	none	0	none	none	3014	5566	0	100	CP002590.1327489.1330509	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermoproteaceae;Thermoproteus;Thermoproteus uzoniensis 768-20	1936063	1936063	f	f	t	1936063	1936063	Complete Genome	ASM19337v1	na	PRJNA224116	SAMN02603093	none	none	Russia: Kamchatka	2011-03-28	GCA_000193375.1	none	full	na	solfataric thermal field close to Moutnovsky volcano	none	1	0	Thermoproteus uzoniensis 768-20	2114	representative genome	3	1	1	1936063	1936063	1936063	2011/03/28	0	184117	1	768-20	Centre Bioengineering RAS	999630	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus uzoniensis	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus uzoniensis;x__Thermoproteus uzoniensis 768-20	0	1936063	11	46	na	1936063	0	na	2198	1	1936063	1	none	none	none	none	none	none	1503	NC_015315.1	1503	2776	0	100	CP002590.1330555.1332075	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermoproteaceae;Thermoproteus;Thermoproteus uzoniensis 768-20	0	19	46	0
RS_GCF_000337515.1	28	99.34	0.37	Specific	98.65	0	395	f__Halobacteriaceae (UID85)	250	0	2775474	85.7037251131096	24	2087307	64.45440745251393	3238452	RS_GCF_000337515.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halovivax;s__Halovivax asiaticus	type strain of species	LPSN	t	4	4	554458	554458	87382	1	2909	NZ_AOIQ01000016.1	87382	1	102	NZ_AOIQ01000016.1	2896	5349	0	100	AOIQ01000016.17221.20117	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halovivax;Halovivax asiaticus JCM 14624	134935	134935	t	f	f	327817	327817	Contig	ASM33751v1	na	PRJNA224116	SAMN02471651	24	327817	none	2013-02-04	GCA_000337515.1	none	full	na	none	none	0	0	Halovivax asiaticus JCM 14624	3115	representative genome	3	none	none	none	none	none	2013/02/04	0	332953	1	JCM 14624	University of California, Davis	1227490	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halovivax;s__Halovivax asiaticus	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halovivax;s__Halovivax asiaticus;x__Halovivax asiaticus JCM 14624	0	3238452	11	45	assembly from type material	3238452	0	AOIQ00000000.1	3215	24	87382	1	1471	2700	0	99.796	4307029	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halovivax;s__ruber	1473	NZ_AOIQ01000016.1	1473	2721	0	100	AB663452.1.1474	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halovivax;Halovivax asiaticus	0	18	45	0
RS_GCF_902784295.1	5	95.73	1.02	Specific	95.54	0	188	p__Euryarchaeota (UID3)	125	0	2024756	89.16597527184588	53	740201	32.598064905381186	2270772	RS_GCF_900314695.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella sp900314695	not type material	none	f	10	10	212571	212571	none	0	none	none	none	0	none	none	none	none	none	none	none	none	42843	44524	f	f	t	77894	77894	Scaffold	Rumen uncultured genome RUG12954	na	PRJNA224116	SAMEA6151090	53	77894	none	2020-02-15	GCA_902784295.1	derived from metagenome	full	RUG12954	cattle rumen	none	0	0	uncultured Methanobrevibacter sp.	none	na	1	51	10	77894	43563	22371	2020/02/15	2	253161	0	RUG12954	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	77	2270772	11	31	na	2270695	0	CACZUM000000000.1	2195	51	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	77	18	30	0
GB_GCA_035402345.1	0	99.88	0.76	Specific	99.84	0.65	228	p__Euryarchaeota (UID49)	153	0	2318839	75.401183936059	50	1264613	41.13987446058553	3075335	RS_GCF_000969885.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina thermophila	not type material	none	f	9	6	360904	507426	none	0	none	none	none	0	none	none	none	none	none	none	none	none	61478	85425	f	f	t	113126	191567	Scaffold	ASM3540234v1	na	PRJNA925477	SAMN32865877	50	113126	none	2024-01-09	GCA_035402345.1	derived from metagenome	full	AMR_MDS_3906	none	none	0	0	Methanosarcina thermophila	none	na	0	36	6	191567	105545	50506	2024/01/09	14	2210	0	AMR_MDS_3906	CLUE-TERRA	2210	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina thermophila	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina thermophila	1400	3075335	11	55	na	3073935	0	DAONDB000000000.1	2691	36	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1400	19	55	0
RS_GCF_946300405.1	0	99.99	0.38	Specific	100	0	299	p__Euryarchaeota (UID4)	202	0	1940819	91.69698713523897	2	1146649	54.17520057338404	2116557	RS_GCF_000585495.1	f	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus nautili	not type material	none	f	1	1	2013327	2013327	2013327	1	3012	NZ_OX281345.1	2013327	2	106	NZ_OX281345.1	3012	5546	0	99.9	CP007264.1094794.1097814	Archaea;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus nautili	1058278	1058278	t	f	f	2013327	2013327	Complete Genome	Thermococcus_nautili_33-3	na	PRJNA224116	SAMEA110471153	none	none	none	2023-06-13	GCA_946300405.1	none	full	na	none	none	2	0	Thermococcus nautili	none	na	4	2	1	2013327	2013327	2013327	2023/06/13	0	195522	1	33-3	Genoscope CEA	195522	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus nautili	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus nautili	0	2116557	11	46	na	2116557	0	na	2390	2	2013327	1	none	none	none	none	none	none	1488	NZ_OX281345.1	1487	2747	0	100	CP007264.1093071.1094610	Archaea;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus nautili	0	19	46	0
RS_GCF_000710615.1	0	99.97	0.83	Specific	99.57	0.28	359	f__Halobacteriaceae (UID84)	235	50	3373369	85.90797316032398	13	2267915	57.755905431601505	3926724	RS_GCF_000710615.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;s__Haladaptatus cibarius	type strain of species	LPSN	f	2	2	1949123	1949123	3396	1	2904	NZ_JDTH01000003.1	3396	2	115	NZ_JDTH01000003.1	2896	5349	0	100	JDTH01000003.346.3250	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloadaptaceae;Haladaptatus;Haladaptatus cibarius D43	302055	302055	t	f	f	985075	985075	Contig	HAPD43.1	na	PRJNA224116	SAMN02629026	13	985075	South Korea	2014-06-20	GCA_000710615.1	none	full	na	Traditional salt-fermented seafood in Korea	none	0	0	Haladaptatus cibarius D43	3942	representative genome	6	none	none	none	none	none	2014/06/20	0	453847	3	D43	Korea Basic Science Institute	1455608	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;s__Haladaptatus cibarius	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;s__Haladaptatus cibarius;x__Haladaptatus cibarius D43	0	3926724	11	47	assembly from type material	3926724	0	JDTH00000000.1	4125	13	1412	3	1404	2462	0	98.362	355788	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haladaptatus;s__	1406	NZ_JDTH01000004.1	1406	2597	0	100	AB663345.1.1471	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloadaptaceae;Haladaptatus;Haladaptatus cibarius	0	19	46	0
RS_GCF_021963785.1	0	99.37	0.52	Specific	98.83	1.52	359	f__Halobacteriaceae (UID84)	235	60	2678679	88.1872823243146	9	2002574	65.92860089369871	3037489	RS_GCF_001485535.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium sp001485535	not type material	none	f	2	2	1139193	1139193	402053	1	2906	NZ_JAJSOI010000005.1	402053	1	117	NZ_JAJSOI010000005.1	2907	5262	0	99.346	LN831302.36246.39165	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halobacterium;Halobacterium hubeiense	337498	337498	t	f	f	511099	511099	Contig	ASM2196378v1	na	PRJNA224116	SAMN23457130	9	511099	Pakistan: Punjab	2022-02-04	GCA_021963785.1	none	full	na	rhizosphere	none	0	0	Halobacterium noricense	none	na	3	none	none	none	none	none	2022/02/04	0	223182	1	NRS2HaP9	Forman Christian College	223182	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium noricense	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium noricense	0	3037489	11	46	na	3037489	0	JAJSOI000000000.1	3247	9	402053	1	none	none	none	none	none	none	1473	NZ_JAJSOI010000005.1	1473	2671	0	99.389	LN831302.34218.35690	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halobacterium;Halobacterium hubeiense	0	19	46	0
RS_GCF_017352155.2	0	99.81	1.7	Specific	99.95	2	417	f__Halobacteriaceae (UID96)	263	0	3578306	83.78759670282557	3	2782353	65.15000982277559	4270687	RS_GCF_017352155.2	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena alkaliphila	type strain of species	LPSN	f	1	1	3823492	3823492	3823492	2	2908	NZ_CP071462.1	3823492	3	116	NZ_CP071462.1	2904	4735	0	96.109	CP001860.3690567.3693477	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena turkmenica DSM 5511	1423562	1423562	t	f	f	3823492	3823492	Complete Genome	ASM1735215v2	na	PRJNA224116	SAMN18137898	none	none	China	2021-10-19	GCA_017352155.2	none	full	na	Salt lake	none	3	0	Haloterrigena alkaliphila	none	representative genome	7	3	1	3823492	3823492	285490	2021/10/19	0	2816475	2	KZCA68	Jiangsu University	2816475	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena alkaliphila	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena alkaliphila	0	4270687	11	50	assembly from type material	4270687	0	na	4141	3	3823492	2	none	none	none	none	none	none	1474	NZ_CP071462.1	1473	2588	0	98.371	KF739032.1.1474	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena sp. TRM20040-12	0	19	49	0
GB_GCA_001317315.1	0	92.24	4.56	General	96.73	6.56	228	p__Euryarchaeota (UID49)	153	13.33	3262630	87.27189173313332	514	1502242	40.18338002806499	3738466	RS_GCF_002487355.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp002487355	not type material	none	f	62	62	105690	105690	26544	1	2923	LKCM01000080.1	26544	1	114	LKCM01000080.1	2923	5398	0	100	LKCM01000080.276.3198	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Candidatus Methanoperedens;Candidatus Methanoperedens sp. BLZ1	7273	7273	f	f	t	17508	17508	Contig	ASM131731v1	na	PRJNA296416	SAMN04087218	514	17508	Netherlands: Nijmegen	2015-10-15	GCA_001317315.1	derived from metagenome	full	BLZ1	enrichment bioreactor inoculated with the effluent of the enrichment described in Raghoebarsing et al 2006 (PMID 16612380)	51.823369 N 5.868160 E	0	0	Candidatus Methanoperedens sp. BLZ1	4528	na	3	none	none	none	none	none	2015/10/15	0	1719120	1	BLZ1	Radboud University Nijmegen	1719120	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Candidatus Methanoperedenaceae;g__Candidatus Methanoperedens;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Candidatus Methanoperedenaceae;g__Candidatus Methanoperedens;x__unclassified Candidatus Methanoperedens;s__Candidatus Methanoperedens sp. BLZ1	0	3738466	11	31	na	3738466	0	LKCM00000000.1	4659	514	26544	1	none	none	none	none	none	none	1467	LKCM01000080.1	1467	2710	0	100	LKCM01000080.3673.5139	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanoperedenaceae;Candidatus Methanoperedens;Candidatus Methanoperedens sp. BLZ1	0	18	42	0
RS_GCF_000968395.2	0	99.99	0.45	Specific	100	0	217	c__Thermoprotei (UID147)	168	0	2351955	86.23710818564213	1	977989	35.8590802959104	2727312	RS_GCF_900079115.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus	not type material	none	f	1	1	2727312	2727312	2727312	1	3032	NZ_CP011056.2	none	0	none	none	3032	5600	0	100	CP001800.1779386.1782423	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Saccharolobus solfataricus 98/2	2727312	2727312	f	f	t	2727312	2727312	Complete Genome	ASM96839v2	na	PRJNA224116	SAMN03395044	none	none	none	2018-10-25	GCA_000968395.2	none	full	na	none	none	1	0	Saccharolobus solfataricus	2873	na	3	1	1	2727312	2727312	2727312	2018/10/25	0	2287	1	SARC-C	University of Nebraska-Lincoln	2287	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus	0	2727312	11	46	na	2727312	0	na	3022	1	2727312	1	none	none	none	none	none	none	1494	NZ_CP011056.2	1494	2760	0	100	CP011055.1835873.1837372	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus solfataricus	0	19	46	0
RS_GCF_001402945.1	0	99.26	1.07	Specific	98.37	4.88	186	p__Euryarchaeota (UID3)	123	16.67	1576286	88.61010252959552	296	604503	33.98182360907099	1778901	RS_GCF_001402945.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Acidiplasma;s__Acidiplasma aeolicum	type strain of species	LPSN	t	45	45	51578	51578	10986	1	2884	NZ_LKBG01000246.1	51578	1	110	NZ_LKBG01000001.1	2884	5326	0	100	LKBH01000297.308.3202	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmataceae;Acidiplasma;Acidiplasma cupricumulans	6009	6009	t	f	f	11566	11566	Contig	ASM140294v1	na	PRJNA224116	SAMN04087216	296	11566	Italy: Island Vulcano	2015-10-22	GCA_001402945.1	none	full	na	hydrothermal pool (sand/gravel)	none	0	0	Acidiplasma aeolicum	1856	representative genome	3	none	none	none	none	none	2015/10/22	0	507754	1	VT	RIPCM	507754	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Ferroplasmaceae;g__Acidiplasma;s__Acidiplasma aeolicum	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Ferroplasmaceae;g__Acidiplasma;s__Acidiplasma aeolicum	0	1778901	11	46	assembly from type material	1778901	0	LKBG00000000.1	1947	296	22835	1	1443	2630	0	99.584	665536	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Picrophilaceae;g__Ferroplasma;s__cupricumulans	1468	NZ_LKBG01000012.1	1443	2630	0	99.584	AY907888.1.1445	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmataceae;Acidiplasma;Acidiplasma cupricumulans	0	19	46	0
